Site_plot,Site,Plot,Acacia_bslar,Eucalyptus_bslar,Pine_bslar,Tot_bas_ar,Lat.deci..N.,Long.Deci..E.,Canopy,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,Meliaceae,Clitoria ternetea,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,Pteridium aquilinum,Fire,Foliage_density,TCI_2x2,Elevation,Slope,TRI,shlbfr5ha,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_5ha,TPI,Type1,Agerat_Eupat
BFJ976_3,BFJ976,3,0.238525513,0,0,0.238525513,10.1623673,77.2802108,84.2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-5.43429327,2188,26.81315994,39.4968338,0,0.818088705,-0.575092055,-0.587786674,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,7,0,0,2.75,Acacia,44
BFJ976_4,BFJ976,4,0.069025499,0,0,0.069025499,10.1623629,77.2793254,65,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.169983864,2216,16.04336929,22.47220421,0,0.999592088,0.028559717,-0.587786674,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,3,0,0,0.625,Acacia,10
BFK1091_1,BFK1091,1,0.116103531,0,0.165632549,0.28173608,10.15889,77.38528,83.2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,-6.62981081,2216,18.72139931,26.09597588,0,0.084038943,0.996462471,0.510825634,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,9,0,0,0.625,Mixed,0
BFK1091_2,BFK1091,2,0,0,0.159704028,0.159704028,10.16167,77.38583,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,14,-36.68795013,2189,6.818162918,10.09950447,0,0.926092374,-0.377296853,2.051270723,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,11,0,0,-1,Pine,0
BFK1091_3,BFK1091,3,0.089795219,0,0.522871735,0.612666954,10.16028,77.38611,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,-1.814117312,2208,16.93798065,23.81176186,0,0.806404997,0.591363662,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,7,0,0,-1.625,Mixed,0
BFK1091_4,BFK1091,4,0.156783534,0,0.206097694,0.362881228,10.16056,77.38528,75.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,41.08418274,2212,6.250197887,14.96662998,0,-0.974391148,-0.224859713,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,10,0,0,3.5,Mixed,0
BFK1091_6,BFK1091,6,0.035730285,0,0.574254908,0.609985193,10.16139,77.38472,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8.113660812,2195,4.126507759,8.944272041,0,-0.282166091,0.95936557,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,11,0,0,1,Mixed,0
BFK1091_7,BFK1091,7,0.076513739,0,0.545057934,0.621571673,10.16083,77.38472,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,15.80371761,2202,12.02836037,19.36491585,0,-0.962964039,0.269629857,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,12,0,0,3.375,Mixed,0
BFK1091_8,BFK1091,8,0.230074386,0,0.161104591,0.391178977,10.16056,77.38472,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10.2974329,2200,11.8304615,15.96871948,0,-0.999807826,-0.019603871,-0.587786674,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,6,0,0,-0.125,Mixed,0
BFM1075_1,BFM1075,1,0,0,0.48254983,0.48254983,10.15889,77.37083,84.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,19,-34.86447144,2113,11.55238247,18.30300522,0,0.219038358,-0.975716249,1.663505197,14.14999962,121.7,1692.8,21.05,6.55,54.9,25,353.3,8,0,0,-3.125,Pine,0
BFM1075_2,BFM1075,2,0,0,0.845789156,0.845789156,10.15944,77.37056,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,13.62852764,2129,14.78544807,21.56385803,0,0.995634222,-0.093340748,-1.280933857,14.14999962,121.7,1692.8,21.05,6.55,54.9,25,353.3,12,0,0,0.625,Pine,0
BFP955_1,BFP955,1,0,0.407094471,0,0.407094471,10.1574508,77.261106,72.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7.765161037,1730,25.63760185,36.53765106,35240,-0.974964505,-0.222360548,-0.587786674,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,9,10.46996546,0,1.375,Eucalyptus,4
BFP955_5,BFP955,5,0,0.747168796,0,0.747168796,10.1576802,77.2619511,71.6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10.86464119,1787,28.35744667,43.84062195,34469,-0.942427765,-0.33440979,-1.280933857,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,12,10.44784466,0,5.25,Eucalyptus,5
BFP955_6,BFP955,6,0,0.375335102,0,0.375335102,10.1579766,77.2607886,68,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.413395166,1713,28.13872147,40.14971924,19117,-0.998111869,0.061422278,0.510825634,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,7,9.858385579,0,-1.25,Eucalyptus,4
BFP955_7,BFP955,7,0,0.283733475,0,0.283733475,10.1574518,77.2606998,72,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.021726608,1717,19.66060448,28.65309715,31715,-0.999933948,0.011493417,-0.182321563,16.45000076,114.3,1799.4,23.45,9.25,53.9,24,317.8,3,10.36457656,0,0.375,Eucalyptus,5
BFQ1052_1,BFQ1052,1,0,0,1.561699921,1.561699921,10.15583,77.34889,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1.017943859,2189,15.68023109,21.74856377,0,0.435560921,0.900159255,-0.182321563,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,10,0,0,-2.125,Pine,0
BFQ1052_2,BFQ1052,2,0,0.057494723,0.881726342,0.939221065,10.15528,77.34889,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,38.47494888,2209,12.41117191,25.94224358,0,0.743294139,0.66896474,-1.280933857,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,7,0,0,6.875,Mixed,0
BFQ1052_3,BFQ1052,3,0,0.174306494,0.477488703,0.651795197,10.15611,77.34972,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8.037227631,2184,13.267313,27.16615486,0,0.992543458,0.121891283,-1.280933857,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,10,0,0,5.75,Mixed,0
BFQ1052_4,BFQ1052,4,0.705764637,0.318309886,0,1.024074523,10.15556,77.34972,84,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,-6.686618328,2186,14.33798409,22.06807709,0,0.768221264,0.640184419,0.105360508,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,15,0,0,1.125,Mixed,0
BFQ1052_5,BFQ1052,5,0.37018644,0.017578663,0,0.387765103,10.15528,77.33361,77.6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,2.853915691,2195,29.16633606,41.74925232,0,0.051028363,0.998697204,-0.587786674,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,13,0,0,-1.625,Mixed,0
BFQ1052_6,BFQ1052,6,0.061855569,0,0.401245527,0.463101096,10.15583,77.33361,79.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4.331811428,2178,8.826438904,15.0996685,0,-0.498964547,0.866622398,-1.280933857,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,11,0,0,1.75,Mixed,0
BFQ1052_7,BFQ1052,7,0,0,1.040141215,1.040141215,10.15611,77.33361,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11.60841274,2174,9.243040085,16.24807739,0,0,1,-0.587786674,13.94999981,119.4,1717.1,20.85,6.45,54.1,24.9,343.4,8,0,92,2.5,Pine,0
BFQ1052_8,BFQ1052,8,0,0,1.675280846,1.675280846,10.15611,77.34889,75.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-13.52193737,2181,14.76699066,21.56385803,0,0.154376912,0.988012029,0.105360508,13.94999981,120.2,1709.1,20.85,6.35,54.3,24.8,344.6,9,0,0,-1.875,Pine,0
BFQ767_1,BFQ767,1,0,0.261793966,0,0.261793966,10.1570566,77.090497,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.342416763,1605,35.3564415,56.12486267,39413,0.854421444,-0.519580596,-0.587786674,16.75,105.1,2867.3,24.25,10.15,57.5,32.9,399.8,13,10.58187636,102,6,Eucalyptus,0
BFQ977_1,BFQ977,1,0.071818668,0,0,0.071818668,10.1566238,77.2812878,68,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-2.45953083,2191,25.2322998,35.76311111,0,0.878227673,0.478242777,-0.182321563,13.25,112.2,1772.3,20.15,6.05,53.8,24,320.6,1,0,0,-1.875,Acacia,3
BFQ977_2,BFQ977,2,0.243276288,0.176669945,0,0.419946233,10.1561434,77.2811407,77.8,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9.961548805,2215,18.76408195,27.64055061,0,0.97867779,0.205401517,-1.280933857,13.25,112.2,1772.3,20.15,6.05,53.8,24,320.6,6,0,0,3,Mixed,23
BFW737_1,BFW737,1,0,0.109506559,0,0.109506559,10.1521881,77.0623534,72.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-5.424372196,1791,32.89361572,48.47679901,0,0.220261033,-0.975440965,1.663505197,15.35000038,101.5,3129.2,22.85,8.85,59.2,33.7,411.3,6,0,0,2.25,Eucalyptus,0
BFW737_2,BFW737,2,0,0.275075446,0,0.275075446,10.1526434,77.0623806,64.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,5,0,8,10.67008972,1832,28.40681267,55.04543686,0,0.316227815,-0.948683282,-1.280933857,15.35000038,101.5,3129.2,22.85,8.85,59.2,33.7,411.3,10,0,0,13,Eucalyptus,2
BFY852_1,BFY852,1,0,0.063622189,0,0.063622189,10.1492213,77.1680082,42.8,0,0,0,0,0,0,74,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,8,27.10385323,1667,8.547049522,13.85640621,0,-0.707106781,-0.707106781,-1.280933857,17.64999962,111,2148,25.05,10.85,55.4,26.2,330.6,5,0,0,0,Eucalyptus,74
BFY852_2,BFY852,2,0,0.183489734,0,0.183489734,10.149945,77.1679798,57.2,0,0,4,0,0,0,36,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,12,18.86056328,1680,9.243041039,15.19868374,0,1.22E-16,-1,-1.280933857,17.64999962,110.9,2141.2,23.75,9.75,55.1,26.3,332.7,10,0,0,-0.625,Eucalyptus,36
BFY852_3,BFY852,3,0,0.097609727,0,0.097609727,10.150522,77.1680645,65.6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.878749847,1694,14.99843788,19.82422829,0,0.288741957,-0.957406958,0.328504086,16.54999924,110.9,2141.2,23.75,9.75,55.1,26.3,332.7,5,0,0,0.125,Eucalyptus,22
BFY852_4,BFY852,4,0,0.10625184,0,0.10625184,10.15018,77.1673614,57.6,0,0,1,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-7.30009985,1690,13.72564697,19.82422829,0,0.183282324,-0.983060318,1.71479845,16.54999924,110.9,2141.2,23.75,9.75,55.1,26.3,332.7,8,0,0,1.125,Eucalyptus,12
BFY852_5,BFY852,5,0,0.14803797,0,0.14803797,10.1496764,77.1672419,45.6,0,0,0,0,0,0,12,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1.094465613,1686,11.43286133,18.33030319,0,0.994834147,-0.101513648,-1.280933857,17.64999962,111,2148,25.05,10.85,55.4,26.2,330.6,6,0,0,2.25,Eucalyptus,12
BFY852_6,BFY852,6,0,0.109721418,0,0.109721418,10.1503344,77.1666275,52.8,0,0,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.828771114,1703,13.10233402,18.62793541,0,0.613940628,-0.789352206,0.79850769,15.75,110.9,2141.2,23.75,9.75,55.1,26.3,332.7,9,0,0,2.125,Eucalyptus,3
BFY852_7,BFY852,7,0,0.108320854,0,0.108320854,10.1499591,77.1666679,60.8,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.831736624,1696,11.89534283,16.12451553,0,0.58123814,-0.81373351,0.664976239,17.64999962,110.9,2141.2,23.75,9.75,55.1,26.3,332.7,9,0,0,-0.25,Eucalyptus,3
BFY852_8,BFY852,8,0,0.063566484,0,0.063566484,10.1495322,77.166557,60.4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20.851717,1693,2.343616962,9,0,0.800000018,-0.599999976,-1.280933857,16.95000076,111,2148,25.05,10.85,55.4,26.2,330.6,6,0,0,2.125,Eucalyptus,30
BFZ787_3,BFZ787,3,0,0.168672409,0,0.168672409,10.1496914,77.1085593,52.8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-7.376171112,1444,32.83635712,53.18834305,0,-0.773392139,0.633927914,-0.182321563,17.25,106.4,2592.6,24.75,10.65,56.6,31.1,378.2,6,0,37,-8.375,Eucalyptus,0
BFZ787_4,BFZ787,4,0,0.127785504,0,0.127785504,10.1491542,77.108042,20.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,11,6.142505169,1463,24.86026382,35.87478256,0,-0.475148958,0.879905374,1.021651268,17.85000038,105.7,2678.2,25.35,11.15,56.9,31.7,385.6,7,0,307,2.125,Eucalyptus,1
BGA971_1,BGA971,1,0.116278601,0,0,0.116278601,10.1481593,77.2754883,69.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.922751427,2394,27.95343399,44.45222092,0,0.600000083,-0.799999938,-0.587786674,13.64999962,115.8,1753.5,20.65,6.35,54.1,23.5,313.3,4,0,0,6,Acacia,0
BGA971_2,BGA971,2,0.077365218,0,0,0.077365218,10.148179,77.2750698,91.2,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2,15,4.10878706,2403,20.47787857,29.66479301,0,0.316227815,-0.948683282,0.105360508,13.64999962,115.8,1753.5,20.65,6.35,54.1,23.5,313.3,3,0,0,1.5,Acacia,3
BGA971_3,BGA971,3,0.113907193,0,0,0.113907193,10.1479955,77.2759748,73.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-6.950108051,2360,32.76895523,51.29327393,0,0.640808206,-0.767701012,0.105360508,13.64999962,115.8,1753.5,20.65,6.35,54.1,23.5,313.3,6,0,0,-3.625,Acacia,2
BGA971_4,BGA971,4,0.207219736,0,0,0.207219736,10.1476571,77.2759273,84.6,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,19,-2.915504932,2361,35.89332962,54.00925827,0,0.740195745,-0.672391448,-0.182321563,13.64999962,115.8,1753.5,20.65,6.35,54.1,23.5,313.3,7,0,0,-1.625,Acacia,5
BGA971_5,BGA971,5,0.239217837,0,0,0.239217837,10.1471151,77.2761567,87.4,2,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,24,3.736423492,2330,26.54859543,37.58989334,0,0.919145012,-0.39391934,-1.280933857,13.64999962,115.8,1753.5,20.65,6.35,54.1,23.5,313.3,5,0,0,1.625,Acacia,70
